Det-Upr1,Det-Upr2,Det-Upr3,Det-Upr4,Det-Upr5,Det-Inv1,Det-Inv2,Det-Inv3,Det-Inv4,Det-Inv5,Loc-Upr1,Loc-Upr2,Loc-Upr3,Loc-Upr4,Loc-Upr5,Loc-Inv1,Loc-Inv2,Loc-Inv3,Loc-Inv4,Loc-Inv5,Discr-1,Discr-2,Discr-3,Discr-4,Discr-5
0.147193548,0.616072024,1.417423206,3.167832147,3.610473718,0.623053178,0.453923014,0.849632452,1.934843132,3.064855205,-0.04951542,0.957539588,1.534881205,3.111850487,3.111850487,0.555939879,0.836491631,1.394732717,2.331684577,2.909685295,0.155691469,-0.039235175,0.688232582,2.117770946,3.42105093
0.111342466,0.393190498,1.347055171,1.89754271,2.565266297,0.162958272,-0.125756988,0.918729068,1.085324908,2.111343283,0.255295514,0.616365143,1.667307226,1.534881205,2.480335882,0.148795345,0.359555355,0.515598292,1.340059344,2.331684577,0.338093888,0,-0.754651706,1.613471162,3.68035197
0.545618513,0.468746185,0.870030276,2.463028108,3.82901165,0.545618513,0,-0.468746185,1.149796151,2.269996243,-0.050761607,0.098549359,0.832865694,2.331684577,3.111850487,0.458345454,-0.04927468,-0.15577485,0.676493228,2.03286152,-0.06968492,0.24464486,0,1.360740084,3.583404708
-0.057170826,0,1.452679047,3.114658523,3.135146174,-0.253218783,0.070290968,0.521360007,2.12449521,2.952304745,0.099520665,0.298347051,1.244376878,2.909685295,2.909685295,0.105013243,0.0987901,0.408830034,1.841047594,2.682501074,-0.034948535,-0.10821097,0.24464486,1.058381448,3.932074977
-0.060732516,0.223690788,0.904185734,1.789302066,2.862935516,-0.196047956,0.117903342,0.237099454,1.129225848,2.296244054,0,0.50273937,1.161006626,2.480335882,3.111850487,0.199556951,0.504127146,0.792101081,1.841047594,3.111850487,0.174531616,-0.034948535,0.532541113,1.164302691,2.939098218
0.196624984,0.112087935,0.434431567,1.38008281,1.948709236,0.23396538,0,0.07642207,0.637706565,1.505839798,0.152579585,0.100766852,0.832865694,2.21688312,2.419048311,-0.255295514,0.40016503,0.416808192,0.758062674,2.21688312,0.358401735,-0.781001017,0,0.870030276,2.593241395
-0.521360007,-0.358401735,0,0.498168682,1.829055686,-0.359006229,-0.568626425,-0.125756988,0,1.142381506,0.117380921,0.357897644,0.379500155,1.062680019,2.682501074,-0.06379512,0.143338954,0.267262158,0.912397748,1.894491447,0.113762466,0.283818047,0.229882919,0.449745499,1.839382465
-0.138445578,0.372578469,1.04921409,1.576130767,2.111343283,0.50789391,0.113277429,0,0.253218783,2.028463672,0,-0.123923204,0.277379325,2.03286152,2.331684577,-0.304697135,-0.609267329,0.324514995,0.516070917,1.667307226,0,0.200674595,0.392381236,0.381490502,1.698871663
-0.101032125,-0.248553513,0.707584346,0.695024753,1.249637713,-0.049416319,0.17034577,-0.049416319,0.409219256,1.072055022,-0.068535933,0.192459137,1.204964707,1.167693262,2.331684577,0,0.249711975,0.668650503,1.114492753,1.518655922,-0.162353778,0.415572561,0,0.631184551,1.653033346
0,0,0.664126074,0.866815629,0.902000985,0.135315441,0,0.297669219,0.212218021,0.865149931,-0.226709206,-0.192459137,-0.114801458,0.673354331,0.813848388,0.368657196,-0.226709206,-0.083370253,-0.210483923,0.367533512,-0.090219924,-0.15061352,0.047508128,0.212374591,0.799530991
0.29545679,0.175253876,0.589749734,1.396111568,2.062252602,0,0.256221615,0.175253876,0.561716974,1.985350023,-0.202095005,0,0.403360294,2.331684577,2.909685295,-0.205780094,0.150282272,-0.04927468,1.081462792,2.533849769,-0.72983449,-0.125967467,-0.63103378,0.508488059,1.451089918
0.693865476,2.089465765,3.212048754,3.82901165,3.82901165,0.434564436,0.947084259,2.307336639,4.114916406,4.374630163,0.225566591,1.735843159,3.111850487,2.909685295,3.111850487,0.559112306,0.590006076,1.63056367,2.909685295,3.111850487,-0.18239846,-0.536802625,0.721923821,2.630290769,4.920248675
-0.607191763,-0.259713756,1.741256285,2.36306629,3.932074977,-0.321287007,0,0.545618513,0.919446595,3.012628383,0.378146176,0.099520665,0.676493228,2.21688312,2.909685295,-0.318018092,-0.247585444,0.15577485,0.676493228,1.841047594,0.113277429,-0.210224691,0.182841429,0,0.545618513
-0.259713756,0,0.86690552,3.00864662,4.660534919,0,0.259713756,0.259713756,1.309774957,3.68035197,0.403360294,0,0.202095005,3.111850487,3.111850487,-0.310280675,-0.318018092,0.458345454,1.161006626,2.909685295,-0.211342329,-0.107256207,0.314670239,0.637706565,4.400821162
-0.182841429,0,1.057174646,2.280186679,2.777484318,-0.468746185,-0.468746185,0,1.142208598,1.988429448,0,-0.578000718,0.578000718,1.654715343,2.533849769,0,0.202165192,0.429349413,0.788484641,1.605199923,-0.034948535,0.139369841,0.069642635,0.637257861,1.633847191
-0.434564436,-0.060732516,0.667723588,1.619602264,3.757667266,0.25930104,-0.272950536,0.329592009,0.681096497,2.159177049,0.207134073,0.304697135,0.217251241,1.830696328,3.111850487,-0.226709206,0.06379512,0.540731396,0.782860449,2.533849769,0.193031865,-0.142505848,0.0360525,0.107256207,1.701633491
0.096947262,0.372578469,0.485325127,2.147703801,3.463328792,0.096947262,0.442869438,0.272950536,1.278360671,2.816989304,0.559112306,0.68407035,1.149998725,2.909685295,2.909685295,0.403360294,1.086203605,1.100878542,2.707520103,3.111850487,0.057170826,0.125967467,-0.101032125,0.757518567,2.852955151
0.545618513,1.07713021,2.235231898,3.82901165,4.920248675,0,0.259713756,0.817416454,2.545907719,4.920248675,0.202165192,0.692802175,1.304555558,2.682501074,2.682501074,0,0,0.578000718,1.704720588,3.111850487,0.070290968,-0.50789391,0.237099454,1.382790424,3.68035197
-0.259713756,0.285904756,0.259713756,1.785634587,2.756256789,0,0.285904756,0.259713756,0.980182949,2.593298516,0,0.152579585,0.535275005,2.104500356,3.111850487,0.198070024,0.102574341,0.403360294,1.770568243,3.111850487,0,0.438803139,0.255767359,1.017883382,3.646170221
0,0,0.86690552,2.631137881,4.374630163,0,-0.259713756,0,1.435700907,3.940065727,-0.253855739,-0.095682466,0,1.394732717,3.111850487,0.322391672,-0.095682466,0.095682466,0.726554841,3.111850487,0,-0.259713756,-0.545618513,-0.07690258,3.012628383
0.093349749,-0.085033952,0.555339509,2.881927391,3.17899239,-0.155203765,-0.272178322,0,0.897736646,3.17899239,0.225566591,0.260765255,0.565603536,2.682501074,2.909685295,0,0.663566117,0.057252837,1.072010796,3.111850487,-0.070025379,-0.106453348,0.212531227,1.268740345,3.793629399
0.607191763,0.434121468,2.141484974,2.678543726,2.952304745,0.285904756,-0.182841429,1.435531945,1.875434965,2.882013776,-0.210483923,0.210483923,1.12657583,2.909685295,3.111850487,0.293854176,-0.179052718,0.500988249,1.043625704,2.909685295,0.531511698,1.050061201,0.607191763,1.413025032,3.373374264
0.285904756,0,0.321287007,2.890851637,4.191788734,0.285904756,0,0,1.546874411,4.053343156,-0.198070024,0.458345454,0.310280675,1.63056367,2.909685295,-0.353844874,0.102574341,0.403360294,0.515598292,2.707520103,0.31506185,0.427652131,0.458349663,0.847039119,3.463328792
0,0,1.162581409,2.929377221,4.660534919,-0.259713756,-0.259713756,0,1.647906536,2.965120255,0.300644365,0.450926636,1.017667672,2.682501074,3.111850487,0.255295514,0.450926636,0.248831631,1.894016432,3.111850487,0,-0.263695519,0,1.015326782,3.843118465
-0.866815629,0.392381236,1.072055022,1.576927475,2.406154146,-0.288140754,0.313111837,0.377965768,1.094433949,1.759814658,0.297590689,0.555939879,1.293337679,2.25315166,2.682501074,0.198070024,0.453365539,0.78150647,2.121200654,2.909685295,0,-0.085033952,0.333528119,1.813721426,3.680764686
0.085451198,0.485325127,0.685205419,1.826499853,2.862935516,0.232644747,0.147193548,0.155203765,1.123678321,2.959882778,-0.060128084,0,0.663566117,1.841047594,2.707520103,-0.181176041,0.132331053,0.236161202,1.167693262,2.104500356,0.041946096,0.217870873,-0.146667167,0.672507503,1.779639368
0.581315016,1.304981449,3.135146174,4.374630163,4.374630163,0.251723007,0.618307269,1.984190745,3.394447214,4.374630163,0.226709206,1.713315406,2.682501074,3.111850487,2.909685295,0.267262158,1.076714625,1.735843159,3.111850487,3.111850487,0.947084259,-0.336019672,0.469252884,2.011983501,3.507724643
-0.060732516,0.155203765,0.624999375,1.829055686,2.454852938,0.212374591,0.292931816,0.482493527,1.475909625,2.082274469,0.268012847,0.432700665,1.486131185,3.111850487,3.111850487,0,0.21076001,0.928649846,1.661994875,2.909685295,0.037896486,0.180530478,0.679681278,1.466803996,3.012628383
-0.182841429,0.138445578,-0.468746185,1.691922522,2.679215499,-0.468746185,-0.468746185,-0.468746185,0.607191763,1.483778526,0.099520665,-0.148064779,0.148795345,1.167693262,2.331684577,0.04927468,0.458345454,-0.04951542,0.408830034,1.28249472,-0.090219924,0,0,0.84944969,1.478155722
-0.259713756,0.468746185,1.951636278,2.816989304,3.507724643,0,0.468746185,1.309774957,1.731664396,3.394447214,0.172366082,0.060128084,1.126995957,2.104500356,2.682501074,-0.054985161,-0.053200509,0.689526741,1.587191855,2.909685295,0.085033952,-0.193031865,0,0.349185747,2.312086871
-0.248954444,0.040933515,0.409219256,0.702821532,1.200388004,0,-0.193031865,0.075236881,0.756993172,1.200388004,0.225566591,0.708057429,0.758062674,2.239995593,2.682501074,0.06379512,-0.04951542,1.394732717,1.534881205,3.111850487,-0.180815907,0.15061352,0,0.189848695,1.872772203
-0.566691462,1.200388004,1.739805178,2.952304745,4.053343156,-0.237099454,0.731584698,0.868133233,1.895130099,3.324883214,0,1.353760052,2.239995593,3.111850487,3.111850487,-0.148651305,0.368657196,1.304485372,2.419048311,2.707520103,-0.259713756,0,-0.057170826,1.593218818,2.565266297
-0.259713756,1.647906536,2.375370521,3.49795351,4.400821162,0.285904756,0.728459941,0.720469192,2.305044037,3.49795351,-0.263452762,0.994204697,1.605129737,2.533849769,3.111850487,0.692802175,0.179052718,0.44250548,1.915480598,2.909685295,0.545618513,0.259713756,-0.468746185,1.521675011,3.940065727
1.325050027,3.113660508,3.211605785,4.053343156,4.191788734,1.149796151,2.519049945,2.816989304,3.793629399,4.191788734,1.326132781,2.909685295,2.533849769,3.111850487,3.111850487,0.767440602,1.713315406,2.480335882,3.111850487,3.111850487,-0.222762004,0.536694267,1.129225848,2.862935516,4.374630163
0.085451198,0.50789391,1.13683048,2.182674616,2.777484318,0,0.568626425,0.664126074,2.062471702,2.518183277,0,0.912397748,0.961913168,2.909685295,3.111850487,0.625731621,0.559112306,0.988640544,2.21688312,2.909685295,0.404761868,0.166001691,0.210379994,0.764709674,2.292159191
0.259713756,0,1.162581409,3.17899239,3.42105093,0.259713756,0.545618513,0.545618513,1.911602055,3.285735489,-0.247585444,0.198070024,0.408830034,2.480335882,2.682501074,0.150282272,0.251369685,0.04951542,0.916235947,2.909685295,0.175607077,-0.10527502,0.035076843,0.881902722,1.911858182
-0.355850386,0.298059665,0.246163647,1.986049632,3.17899239,-0.229882919,0.152997641,0.246163647,0.497464269,2.312086871,-0.197580199,0.15577485,0.658542009,2.682501074,3.111850487,0.0987901,0.198070024,0.15577485,0.526210956,2.682501074,0.139710299,0.107256207,0.5833436,1.543706575,3.610473718
-0.468746185,0.210224691,0.870030276,2.267708568,3.932074977,-0.468746185,0.210224691,0.818414469,1.347055171,2.882013776,-0.198070024,0.676493228,1.026075521,2.25315166,3.111850487,0.248831631,0.504127146,0.526210956,1.963027381,2.909685295,0.148511152,-0.175607077,0.07419145,1.195466074,3.646170221
0.285904756,0.693865476,1.449448249,4.374630163,3.793629399,0,0.434564436,0.870030276,3.17899239,4.053343156,0.152579585,1.218534659,1.661994875,3.111850487,3.111850487,0.050761607,1.184248794,1.81064618,2.909685295,3.111850487,-0.112087935,0.256221615,-0.070326485,1.895130099,4.114916406
-0.285904756,1.050061201,1.906624336,2.952304745,3.932074977,-0.545618513,0.902867653,0.818414469,1.977828043,2.816989304,-0.199556951,0.668177877,1.587191855,3.111850487,2.909685295,0.0987901,0.427661597,0.458345454,1.841047594,2.909685295,-0.17034577,-0.468803307,0.37187886,1.027503709,2.776139945
-0.034863603,0.140743474,0.438803139,1.290059679,1.591954097,-0.104888982,-0.24464486,-0.24464486,0.570437598,1.34023109,0.205780094,0.248831631,0.378146176,1.735843159,2.682501074,0.277379325,0.21076001,0.150282272,1.184248794,1.547193418,0.333982374,0.29545679,0.040933515,-0.342964918,0.756993172
0.531511698,1.325050027,1.662903738,3.507724643,3.583404708,0.531511698,0.434564436,1.162491519,1.986049632,3.583404708,0.639521496,0.84530159,1.745365128,2.909685295,3.111850487,0.050005245,0.833616384,1.534881205,2.682501074,3.111850487,0,0.085033952,0,1.949327142,3.82901165
0.468746185,1.239483989,1.774795526,3.68035197,3.646170221,-0.259713756,0.259713756,0.889913433,2.555900999,3.324883214,0.792101081,2.331684577,2.909685295,3.111850487,3.111850487,0.148064779,1.017667672,2.331684577,3.111850487,3.111850487,-0.17495994,0.718868053,1.699082143,3.297499952,4.374630163
0,0.781001017,2.087154814,3.029207325,4.374630163,-0.468746185,0.442869438,1.142208598,2.543882198,4.114916406,0.460471985,0.408830034,1.518655922,2.480335882,3.111850487,-0.050761607,0.508350699,0.860637014,2.25315166,3.111850487,-0.06968492,0.104506238,-0.104633456,2.147703801,3.82901165
-0.060732516,0.990163313,1.440815326,3.064855205,3.610473718,-0.060732516,0.874506068,0.839161261,2.743568198,3.350759962,0.883627301,1.308171998,2.480335882,3.111850487,3.111850487,0.297590689,0.84530159,1.841047594,3.111850487,3.111850487,0.035076843,-0.070326485,0.178929065,0.908095162,2.939098218
0.111342466,0.281848032,1.072055022,2.36306629,3.062044701,0.30572434,0.194381874,0.685205419,1.655994287,3.062044701,-0.100766852,0.957539588,0.957539588,3.111850487,3.111850487,0.300644365,0.367533512,0.935440035,2.682501074,3.111850487,0.363377635,0.040933515,-0.120202914,1.220034301,3.932074977
0.111342466,0.377965768,1.766795812,3.114658523,3.285735489,0.212374591,0.336019672,1.297542929,2.147703801,2.468319035,0.304697135,1.222678423,2.419048311,3.111850487,3.111850487,-0.068535933,0.618645258,1.308171998,2.909685295,3.111850487,0.404761868,0.080967739,0.25882449,1.906624336,4.053343156
-0.162353778,-0.196047956,0.866815629,1.220640349,1.502856496,0.307390422,-0.272950536,0.07690258,0.589238455,1.852042243,0.225566591,0.866230702,1.027199205,2.480335882,2.480335882,-0.102574341,0.63479567,0.658542009,1.543384022,2.909685295,0.085033952,0,0.17034577,1.332364246,2.447362955