id,draw,R,P,S,,W,L,D,,RT after W,RT after L,RT after D,,WinStay,LoseShift,DrawShift,,Final Score
1,0,0.375,0.141666666666667,0.483333333333333,,0.3,0.341666666666667,0.358333333333333,,542,400,492,,0.472222222222222,0.853658536585366,0.714285714285714,,-5
2,0,0.383333333333333,0.275,0.341666666666667,,0.25,0.416666666666667,0.333333333333333,,1226,459,417,,0.2,0.94,0.769230769230769,,-20
3,0,0.391666666666667,0.333333333333333,0.275,,0.325,0.266666666666667,0.408333333333333,,509,283.5,367,,0.184210526315789,0.8125,0.775510204081633,,7
4,0,0.383333333333333,0.408333333333333,0.208333333333333,,0.3,0.425,0.275,,467,584,434,,0.277777777777778,0.78,0.515151515151515,,-15
5,0,0.475,0.308333333333333,0.216666666666667,,0.275,0.358333333333333,0.366666666666667,,350,242,300,,0.363636363636364,0.69047619047619,0.681818181818182,,-10
6,0,0.5,0.233333333333333,0.266666666666667,,0.333333333333333,0.391666666666667,0.275,,384,317,459,,0.775,0.531914893617021,0.34375,,-7
7,0,0.558333333333333,0.183333333333333,0.258333333333333,,0.341666666666667,0.366666666666667,0.291666666666667,,467,617,400,,0.780487804878049,0.558139534883721,0.457142857142857,,-3
8,0,0.275,0.291666666666667,0.433333333333333,,0.316666666666667,0.308333333333333,0.375,,492,417,342,,0.421052631578947,0.783783783783784,0.590909090909091,,1
9,0,0.416666666666667,0.316666666666667,0.266666666666667,,0.391666666666667,0.316666666666667,0.291666666666667,,300,451,417,,0.148936170212766,0.837837837837838,0.857142857142857,,9
10,0,0.35,0.375,0.275,,0.341666666666667,0.291666666666667,0.366666666666667,,200,184,150,,0.325,0.571428571428571,0.795454545454545,,6
11,0,0.35,0.241666666666667,0.408333333333333,,0.233333333333333,0.325,0.441666666666667,,851,467,383.5,,0.464285714285714,0.358974358974359,0.403846153846154,,-11
12,0,0.308333333333333,0.366666666666667,0.325,,0.366666666666667,0.25,0.383333333333333,,292,200,267,,0.454545454545455,0.793103448275862,0.826086956521739,,14
13,0,0.325,0.366666666666667,0.308333333333333,,0.325,0.366666666666667,0.308333333333333,,317,292,350.5,,0.487179487179487,0.75,0.416666666666667,,-5
14,0,0.366666666666667,0.416666666666667,0.216666666666667,,0.291666666666667,0.341666666666667,0.366666666666667,,234,242,350,,0.885714285714286,0.85,0.636363636363636,,-6
15,0,0.3,0.325,0.375,,0.366666666666667,0.341666666666667,0.291666666666667,,3003,2503,1885,,0.162790697674419,0.829268292682927,0.628571428571429,,3
16,0,0.35,0.35,0.3,,0.291666666666667,0.391666666666667,0.316666666666667,,384,400,367,,0.428571428571429,0.74468085106383,0.891891891891892,,-12
17,0,0.316666666666667,0.383333333333333,0.3,,0.266666666666667,0.333333333333333,0.4,,317,275.5,200,,0.129032258064516,0.725,0.479166666666667,,-8
18,0,0.233333333333333,0.35,0.416666666666667,,0.375,0.391666666666667,0.233333333333333,,434,400,434,,0.222222222222222,0.74468085106383,0.592592592592593,,-2
19,0,0.575,0.175,0.25,,0.316666666666667,0.316666666666667,0.366666666666667,,1168,759,917.5,,0.540540540540541,0.815789473684211,0.568181818181818,,0
20,0,0.325,0.391666666666667,0.283333333333333,,0.375,0.266666666666667,0.358333333333333,,317,350,300,,0.288888888888889,0.65625,0.666666666666667,,13
21,0,0.233333333333333,0.425,0.341666666666667,,0.341666666666667,0.333333333333333,0.325,,5556,2536,2127,,0.121951219512195,0.925,0.868421052631579,,1
22,0,0.275,0.375,0.35,,0.333333333333333,0.308333333333333,0.358333333333333,,392,475.5,567,,0.125,0.916666666666667,0.930232558139535,,3
23,0,0.291666666666667,0.366666666666667,0.341666666666667,,0.375,0.275,0.35,,634,434,475.5,,0.113636363636364,0.909090909090909,0.857142857142857,,12
24,0,0.3,0.333333333333333,0.366666666666667,,0.325,0.333333333333333,0.341666666666667,,267,367,284,,0.692307692307692,0.675,0.55,,-1
25,0,0.45,0.233333333333333,0.316666666666667,,0.325,0.283333333333333,0.391666666666667,,284,150,267,,0.435897435897436,0.911764705882353,0.630434782608696,,5
26,0,0.333333333333333,0.325,0.341666666666667,,0.366666666666667,0.383333333333333,0.25,,1101,1185,959.5,,0.181818181818182,0.955555555555555,0.833333333333333,,-2
27,0,0.383333333333333,0.325,0.291666666666667,,0.325,0.341666666666667,0.333333333333333,,1385,792.5,467.5,,0.128205128205128,0.9,0.75,,-2
28,0,0.333333333333333,0.325,0.341666666666667,,0.3,0.366666666666667,0.333333333333333,,117,100,142,,0.0555555555555556,0.930232558139535,0.9,,-8
29,0,0.258333333333333,0.3,0.441666666666667,,0.358333333333333,0.375,0.266666666666667,,125.5,167,275.5,,0.547619047619048,0.711111111111111,0.6875,,-2
30,0,0.383333333333333,0.266666666666667,0.35,,0.291666666666667,0.35,0.358333333333333,,250,317,217,,0.2,0.878048780487805,0.86046511627907,,-7
31,0,0.258333333333333,0.433333333333333,0.308333333333333,,0.358333333333333,0.308333333333333,0.333333333333333,,1018,826,1042.5,,0.0930232558139535,0.861111111111111,0.775,,6
32,0,0.408333333333333,0.333333333333333,0.258333333333333,,0.341666666666667,0.391666666666667,0.266666666666667,,1001,417,734,,0.0731707317073171,0.829787234042553,0.838709677419355,,-6
33,0,0.466666666666667,0.308333333333333,0.225,,0.308333333333333,0.325,0.366666666666667,,217,317,300,,0.378378378378378,0.769230769230769,0.651162790697674,,-2
34,0,0.366666666666667,0.4,0.233333333333333,,0.358333333333333,0.341666666666667,0.3,,200,158.5,117,,0.651162790697674,0.825,0.805555555555556,,2
35,0,0.283333333333333,0.308333333333333,0.408333333333333,,0.308333333333333,0.358333333333333,0.333333333333333,,175.5,167,125.5,,0.25,0.720930232558139,0.7,,-6
36,0,0.333333333333333,0.308333333333333,0.358333333333333,,0.3,0.425,0.275,,467.5,317,292,,0.361111111111111,0.92156862745098,0.8125,,-15
37,0,0.341666666666667,0.333333333333333,0.325,,0.283333333333333,0.35,0.366666666666667,,1201,667,575.5,,0.352941176470588,0.853658536585366,0.818181818181818,,-8
38,0,0.358333333333333,0.391666666666667,0.25,,0.308333333333333,0.391666666666667,0.3,,317,350,367,,0.459459459459459,0.936170212765957,0.857142857142857,,-10
39,0,0.325,0.408333333333333,0.266666666666667,,0.266666666666667,0.425,0.308333333333333,,1268,943,868,,0.21875,0.4,0.351351351351351,,-19
40,0,0.316666666666667,0.35,0.333333333333333,,0.316666666666667,0.4,0.283333333333333,,934,567,584,,0.342105263157895,0.895833333333333,0.696969696969697,,-10
1,1,0.466666666666667,0.208333333333333,0.325,,0.358333333333333,0.275,0.366666666666667,,475.5,517,358.5,,0.595238095238095,0.696969696969697,0.477272727272727,,54
2,1,0.325,0.291666666666667,0.383333333333333,,0.333333333333333,0.375,0.291666666666667,,317,325.5,317,,0.25,1,0.8,,30
3,1,0.425,0.3,0.275,,0.358333333333333,0.383333333333333,0.258333333333333,,358.5,342,434,,0.30952380952381,0.826086956521739,0.774193548387097,,28
4,1,0.316666666666667,0.425,0.258333333333333,,0.3,0.333333333333333,0.366666666666667,,417,467.5,450,,0.333333333333333,0.7,0.651162790697674,,40
5,1,0.408333333333333,0.316666666666667,0.275,,0.316666666666667,0.325,0.358333333333333,,308.5,234,250,,0.342105263157895,0.743589743589744,0.833333333333333,,42
6,1,0.258333333333333,0.3,0.441666666666667,,0.291666666666667,0.433333333333333,0.275,,501,334,334,,0.857142857142857,0.313725490196078,0.121212121212121,,16
7,1,0.433333333333333,0.275,0.291666666666667,,0.341666666666667,0.283333333333333,0.375,,350,317,367,,0.658536585365854,0.764705882352941,0.386363636363636,,52
8,1,0.35,0.416666666666667,0.233333333333333,,0.316666666666667,0.383333333333333,0.3,,417,384,483.5,,0.605263157894737,0.777777777777778,0.555555555555556,,28
9,1,0.391666666666667,0.283333333333333,0.325,,0.291666666666667,0.358333333333333,0.35,,851,584,751,,0.114285714285714,0.813953488372093,0.829268292682927,,34
10,1,0.4,0.35,0.25,,0.333333333333333,0.258333333333333,0.408333333333333,,217,284,134,,0.225,0.806451612903226,0.8125,,58
11,1,0.333333333333333,0.3,0.366666666666667,,0.275,0.391666666666667,0.333333333333333,,342,334,408.5,,0.53125,0.553191489361702,0.4,,26
12,1,0.383333333333333,0.366666666666667,0.25,,0.366666666666667,0.3,0.333333333333333,,342,234,267,,0.340909090909091,0.942857142857143,0.95,,48
13,1,0.425,0.341666666666667,0.233333333333333,,0.283333333333333,0.3,0.416666666666667,,108.5,250,284,,0.294117647058824,0.75,0.755102040816326,,48
14,1,0.95,0.0166666666666667,0.0333333333333333,,0.3,0.341666666666667,0.358333333333333,,242,267,217,,0.944444444444444,0.1,0.13953488372093,,38
15,1,0.35,0.291666666666667,0.358333333333333,,0.308333333333333,0.3,0.391666666666667,,3670,2861.5,1751.5,,0.135135135135135,0.777777777777778,0.652173913043478,,48
16,1,0.366666666666667,0.316666666666667,0.316666666666667,,0.383333333333333,0.333333333333333,0.283333333333333,,284,242,358.5,,0.355555555555556,0.775,0.617647058823529,,40
17,1,0.333333333333333,0.325,0.341666666666667,,0.275,0.391666666666667,0.333333333333333,,217,267,167,,0.212121212121212,0.936170212765957,0.897435897435897,,26
18,1,0.258333333333333,0.441666666666667,0.3,,0.3,0.358333333333333,0.341666666666667,,592.5,684,484,,0.222222222222222,0.69047619047619,0.829268292682927,,34
19,1,0.491666666666667,0.35,0.158333333333333,,0.275,0.383333333333333,0.341666666666667,,1068,317,784,,0.575757575757576,0.977777777777778,0.48780487804878,,28
20,1,0.308333333333333,0.341666666666667,0.35,,0.341666666666667,0.375,0.283333333333333,,117,142,175.5,,0.146341463414634,0.613636363636364,0.911764705882353,,30
21,1,0.341666666666667,0.35,0.308333333333333,,0.35,0.333333333333333,0.316666666666667,,3470,3887.5,2152,,0.0487804878048781,0.875,0.842105263157895,,40
22,1,0.25,0.3,0.45,,0.333333333333333,0.383333333333333,0.283333333333333,,1551.5,1819,1109.5,,0.425,0.622222222222222,0.5,,28
23,1,0.266666666666667,0.341666666666667,0.391666666666667,,0.316666666666667,0.291666666666667,0.391666666666667,,392,334,375.5,,0.210526315789474,0.885714285714286,0.891304347826087,,50
24,1,0.35,0.283333333333333,0.366666666666667,,0.333333333333333,0.366666666666667,0.3,,267,350,325.5,,0.307692307692308,0.590909090909091,0.611111111111111,,32
25,1,0.608333333333333,0.191666666666667,0.2,,0.366666666666667,0.325,0.308333333333333,,250.5,200,184,,0.545454545454545,0.948717948717949,0.583333333333333,,42
26,1,0.316666666666667,0.383333333333333,0.3,,0.333333333333333,0.275,0.391666666666667,,767,851,767,,0.102564102564103,0.909090909090909,0.914893617021277,,54
27,1,0.266666666666667,0.425,0.308333333333333,,0.325,0.333333333333333,0.341666666666667,,1359.5,734,984,,0.236842105263158,0.8,0.731707317073171,,40
28,1,0.308333333333333,0.325,0.366666666666667,,0.391666666666667,0.333333333333333,0.275,,234,317,551,,0.51063829787234,0.692307692307692,0.696969696969697,,40
29,1,0.266666666666667,0.375,0.358333333333333,,0.333333333333333,0.366666666666667,0.3,,175.5,192,267,,0.2,0.659090909090909,0.857142857142857,,32
30,1,0.3,0.341666666666667,0.358333333333333,,0.4,0.191666666666667,0.408333333333333,,258.5,234,308.5,,0.104166666666667,0.826086956521739,0.854166666666667,,74
31,1,0.283333333333333,0.366666666666667,0.35,,0.308333333333333,0.341666666666667,0.35,,267,517,651,,0.361111111111111,0.975609756097561,0.857142857142857,,38
32,1,0.483333333333333,0.308333333333333,0.208333333333333,,0.408333333333333,0.258333333333333,0.333333333333333,,250,434,308.5,,0.229166666666667,0.645161290322581,0.725,,58
33,1,0.441666666666667,0.258333333333333,0.3,,0.316666666666667,0.358333333333333,0.325,,517,717,551,,0.162162162162162,0.790697674418605,0.717948717948718,,34
34,1,0.3,0.441666666666667,0.258333333333333,,0.366666666666667,0.333333333333333,0.3,,284,150,300,,0.181818181818182,0.775,0.885714285714286,,40
35,1,0.191666666666667,0.491666666666667,0.316666666666667,,0.3,0.325,0.375,,150,167,134,,0.285714285714286,0.58974358974359,0.444444444444444,,42
36,1,0.383333333333333,0.283333333333333,0.333333333333333,,0.358333333333333,0.308333333333333,0.333333333333333,,484,358.5,434,,0.534883720930233,0.805555555555555,0.825,,46
37,1,0.358333333333333,0.341666666666667,0.3,,0.266666666666667,0.425,0.308333333333333,,767,734,651,,0.161290322580645,0.862745098039216,0.864864864864865,,18
38,1,0.441666666666667,0.308333333333333,0.25,,0.366666666666667,0.308333333333333,0.325,,150,175.5,150,,0.386363636363636,0.805555555555556,0.82051282051282,,46
39,1,0.316666666666667,0.333333333333333,0.35,,0.283333333333333,0.325,0.391666666666667,,1176.5,1176.5,1235,,0.264705882352941,0.578947368421053,0.446808510638298,,42
40,1,0.366666666666667,0.2,0.433333333333333,,0.258333333333333,0.391666666666667,0.35,,801,784,742.5,,0.6,0.723404255319149,0.642857142857143,,26
1,-1,0.358333333333333,0.308333333333333,0.333333333333333,,0.316666666666667,0.316666666666667,0.366666666666667,,234,325.5,250,,0,0.710526315789474,0.704545454545455,,-44
2,-1,0.291666666666667,0.291666666666667,0.416666666666667,,0.391666666666667,0.266666666666667,0.341666666666667,,350,367,300,,0.404255319148936,0.967741935483871,0.878048780487805,,-26
3,-1,0.316666666666667,0.383333333333333,0.3,,0.275,0.366666666666667,0.358333333333333,,584,417,584,,0.181818181818182,0.790697674418605,0.627906976744186,,-54
4,-1,0.316666666666667,0.433333333333333,0.25,,0.308333333333333,0.35,0.341666666666667,,551,559,542,,0.324324324324324,0.833333333333333,0.8,,-46
5,-1,0.516666666666667,0.283333333333333,0.2,,0.3,0.291666666666667,0.408333333333333,,551,484,392,,0.333333333333333,0.571428571428571,0.625,,-48
6,-1,0.358333333333333,0.358333333333333,0.283333333333333,,0.333333333333333,0.408333333333333,0.258333333333333,,717,1426.5,501,,0.325,0.8125,0.645161290322581,,-40
7,-1,0.433333333333333,0.241666666666667,0.325,,0.358333333333333,0.341666666666667,0.3,,250,250,267,,0.904761904761905,0.682926829268293,0.722222222222222,,-34
8,-1,0.508333333333333,0.283333333333333,0.208333333333333,,0.308333333333333,0.408333333333333,0.283333333333333,,400,317,342,,0.621621621621622,0.583333333333333,0.617647058823529,,-46
9,-1,0.566666666666667,0.225,0.208333333333333,,0.291666666666667,0.35,0.358333333333333,,200,167,184,,0.457142857142857,0.658536585365854,0.674418604651163,,-50
10,-1,0.333333333333333,0.408333333333333,0.258333333333333,,0.375,0.325,0.3,,242,217,150.5,,0.204545454545455,0.769230769230769,0.722222222222222,,-30
11,-1,0.325,0.283333333333333,0.391666666666667,,0.358333333333333,0.291666666666667,0.35,,801,1526.5,576,,0.465116279069767,0.441176470588235,0.428571428571429,,-34
12,-1,0.35,0.291666666666667,0.358333333333333,,0.291666666666667,0.333333333333333,0.375,,400,334,400,,0.542857142857143,0.95,0.909090909090909,,-50
13,-1,0.358333333333333,0.416666666666667,0.225,,0.333333333333333,0.316666666666667,0.35,,167,192,142,,0.333333333333333,0.684210526315789,0.5,,-40
14,-1,0.475,0.35,0.175,,0.375,0.3,0.325,,200,208.5,267,,0.772727272727273,0.777777777777778,0.58974358974359,,-30
15,-1,0.316666666666667,0.375,0.308333333333333,,0.333333333333333,0.316666666666667,0.35,,1485,1076,876,,0.230769230769231,1,0.619047619047619,,-40
16,-1,0.325,0.3,0.375,,0.308333333333333,0.358333333333333,0.333333333333333,,534,534,634,,0.416666666666667,0.813953488372093,0.75,,-46
17,-1,0.3,0.333333333333333,0.366666666666667,,0.383333333333333,0.341666666666667,0.275,,234,234,234,,0.266666666666667,0.658536585365854,0.696969696969697,,-28
18,-1,0.291666666666667,0.391666666666667,0.316666666666667,,0.333333333333333,0.383333333333333,0.283333333333333,,792.5,700.5,617,,0.375,0.847826086956522,0.939393939393939,,-40
19,-1,0.325,0.441666666666667,0.233333333333333,,0.283333333333333,0.325,0.391666666666667,,1585,934.5,1385,,0.264705882352941,0.657894736842105,0.808510638297872,,-52
20,-1,0.291666666666667,0.375,0.333333333333333,,0.341666666666667,0.375,0.283333333333333,,284,242,292,,0.268292682926829,0.795454545454545,0.705882352941176,,-38
21,-1,0.366666666666667,0.366666666666667,0.266666666666667,,0.316666666666667,0.391666666666667,0.291666666666667,,2335.5,1452,1660,,0.157894736842105,0.872340425531915,0.852941176470588,,-44
22,-1,0.275,0.233333333333333,0.491666666666667,,0.441666666666667,0.3,0.258333333333333,,1752,1401.5,1159.5,,0.320754716981132,0.611111111111111,0.666666666666667,,-14
23,-1,0.266666666666667,0.366666666666667,0.366666666666667,,0.375,0.275,0.35,,367,292,350,,0.177777777777778,0.90625,0.80952380952381,,-30
24,-1,0.341666666666667,0.35,0.308333333333333,,0.341666666666667,0.35,0.308333333333333,,384,350,417,,0.463414634146341,0.804878048780488,0.783783783783784,,-38
25,-1,0.241666666666667,0.241666666666667,0.516666666666667,,0.3,0.325,0.375,,158.5,258.5,217,,0.527777777777778,0.921052631578947,0.822222222222222,,-48
26,-1,0.333333333333333,0.375,0.291666666666667,,0.316666666666667,0.308333333333333,0.375,,943,1151.5,901,,0.0526315789473684,0.833333333333333,0.911111111111111,,-44
27,-1,0.358333333333333,0.341666666666667,0.3,,0.4,0.383333333333333,0.216666666666667,,834.5,601,551,,0.395833333333333,0.760869565217391,0.88,,-24
28,-1,0.408333333333333,0.266666666666667,0.325,,0.316666666666667,0.375,0.308333333333333,,117,100,100,,0.189189189189189,0.888888888888889,0.864864864864865,,-44
29,-1,0.25,0.433333333333333,0.316666666666667,,0.308333333333333,0.316666666666667,0.375,,501,551,601,,0.567567567567568,0.648648648648649,0.688888888888889,,-46
30,-1,0.258333333333333,0.341666666666667,0.4,,0.475,0.283333333333333,0.241666666666667,,450.5,342,350,,0.321428571428571,0.764705882352941,0.862068965517241,,-6
31,-1,0.35,0.358333333333333,0.291666666666667,,0.416666666666667,0.325,0.258333333333333,,501,551,384,,0.16,0.921052631578947,0.774193548387097,,-20
32,-1,0.408333333333333,0.35,0.241666666666667,,0.35,0.316666666666667,0.333333333333333,,1068,617,375,,0.24390243902439,0.736842105263158,0.85,,-36
33,-1,0.433333333333333,0.375,0.191666666666667,,0.391666666666667,0.283333333333333,0.325,,350,183.5,309,,0.382978723404255,0.705882352941176,0.631578947368421,,-26
34,-1,0.341666666666667,0.358333333333333,0.3,,0.308333333333333,0.4,0.291666666666667,,184,184,200,,0.459459459459459,0.702127659574468,0.8,,-46
35,-1,0.333333333333333,0.333333333333333,0.333333333333333,,0.316666666666667,0.366666666666667,0.316666666666667,,250,242,200,,0.324324324324324,0.772727272727273,0.815789473684211,,-44
36,-1,0.358333333333333,0.3,0.341666666666667,,0.283333333333333,0.325,0.391666666666667,,517,434,451,,0.636363636363636,0.82051282051282,0.893617021276596,,-52
37,-1,0.391666666666667,0.308333333333333,0.3,,0.291666666666667,0.383333333333333,0.325,,551,717,434,,0.4,0.755555555555556,0.743589743589744,,-50
38,-1,0.158333333333333,0.2,0.641666666666667,,0.333333333333333,0.325,0.341666666666667,,150,317,184,,0.538461538461538,0.461538461538462,0.560975609756098,,-40
39,-1,0.333333333333333,0.458333333333333,0.208333333333333,,0.366666666666667,0.316666666666667,0.316666666666667,,784,584,609,,0.581395348837209,0.394736842105263,0.394736842105263,,-32
40,-1,0.35,0.25,0.4,,0.308333333333333,0.308333333333333,0.383333333333333,,1251,851,818,,0.486486486486487,0.837837837837838,0.888888888888889,,-46