scoreHard,scoreMedium,scoreEasy,scoreAverage,scoreComp,Round1,status,condition,perfChange1 ,momentum1,perfChange2,momentum2,likelyWin,playAgain,familiarTask,education,age,gender,fun,mood,easierHarder,dweckNeg1,dweckNeg2,dweckNeg3,dweckNeg4,dweckNeg1rev,dweckNeg2rev,dweckNeg3rev,dweckNeg4rev,dweckPos1,dweckPos2,dweckPos3,dweckPos4,dweckAvg,compStats
5,7,12,8,0,Easy,Underdog,negMomUnder,3,50,2,23,4,2,2,3,26,1,2,4,2,5,4,4,4,3,4,4,4,4,5,5,5,4.25,
5,6,4,5,7,Easy,Underdog,negMomUnder,5,60,5,59,7,1,2,3,29,1,4,5,2,5,3,5,3,3,5,3,5,5,4,4,5,4.25,1
9,10,16,12,0,Easy,Favorite,negMomFav,3,64,2,59,3,2,2,3,41,2,4,5,2,5,4,3,3,3,4,5,5,5,6,6,6,5,
5,7,6,6,0,Easy,Favorite,negMomFav,4,51,4,50,3,2,1,2,26,1,4,5,3,5,5,5,5,3,3,3,3,2,3,3,3,2.875,
1,7,5,4,0,Easy,Underdog,negMomUnder,4,83,1,100,1,2,3,2,65,2,4,3,2,4,4,5,5,4,4,3,3,5,5,5,5,4.25,
8,12,16,12,17,Hard,Underdog,posMomUnder,6,50,6,54,10,1,1,2,33,1,4,4,3,6,5,5,3,2,3,3,5,4,5,4,4,3.75,1
2,5,5,4,0,Easy,Favorite,negMomFav,4,31,2,18,3,2,2,2,70,2,2,4,2,5,2,2,4,3,6,6,4,6,6,6,6,5.375,
2,4,5,4,0,Hard,Underdog,posMomUnder,5,66,5,80,3,2,2,2,47,2,2,4,3,5,6,4,4,3,2,4,4,5,6,6,6,4.5,
35,30,11,25,40,Easy,Underdog,negMomUnder,6,84,7,91,10,1,4,4,30,1,6,7,3,3,2,2,2,5,6,6,6,5,6,6,6,5.75,1
23,15,7,15,15,Easy,Underdog,negMomUnder,7,61,7,99,10,1,2,3,42,1,6,5,3,2,2,2,2,6,6,6,6,6,6,6,6,6,2
17,13,16,15,19,Hard,Underdog,posMomUnder,3,43,3,47,5,1,2,2,23,1,5,5,2,5,5,5,5,3,3,3,3,4,5,5,4,3.75,1
2,3,4,3,0,Hard,Underdog,posMomUnder,1,0,4,2,2,2,1,2,25,2,1,4,2,5,5,5,6,3,3,3,2,4,5,5,5,3.75,
3,5,9,6,0,Easy,Favorite,negMomFav,2,18,2,20,3,2,3,5,32,1,1,4,3,2,4,3,3,6,4,5,5,3,4,4,3,4.25,
2,3,7,4,0,Hard,Underdog,posMomUnder,4,25,6,64,4,2,4,3,36,1,2,5,1,4,5,5,5,4,3,3,3,4,4,5,4,3.75,
4,7,16,9,0,Easy,Underdog,negMomUnder,2,6,2,4,3,2,2,4,39,1,4,6,2,3,3,3,3,5,5,5,5,3,5,5,5,4.75,
9,12,7,9,20,Easy,Favorite,negMomFav,6,76,3,52,7,1,2,2,31,2,5,2,3,2,2,2,2,6,6,6,6,5,6,6,5,5.75,1
6,4,12,7,11,Hard,Favorite,posMomFav,3,22,6,76,8,1,2,2,38,1,4,2,3,5,5,5,5,3,3,3,3,4,5,5,4,3.75,1
9,13,16,13,0,Hard,Underdog,posMomUnder,5,50,5,54,4,2,2,3,27,1,4,5,3,3,4,4,4,5,4,4,4,6,6,6,4,4.875,
6,7,9,7,8,Hard,Favorite,posMomFav,5,54,5,56,10,1,2,2,24,2,4,5,3,3,3,3,3,5,5,5,5,5,6,6,5,5.25,1
6,10,10,9,0,Easy,Underdog,negMomUnder,4,52,3,26,2,2,1,2,35,1,2,4,2,5,4,3,4,3,4,5,4,4,5,5,4,4.25,
7,5,8,7,7,Hard,Favorite,posMomFav,6,83,7,53,10,1,1,4,39,2,2,6,3,2,2,2,2,6,6,6,6,6,6,6,6,6,1
3,2,2,2,0,Hard,Favorite,posMomFav,1,4,1,1,1,2,2,2,35,2,2,3,2,5,5,5,5,3,3,3,3,4,5,6,4,3.875,
12,17,14,14,0,Easy,Underdog,negMomUnder,5,72,4,48,4,2,3,2,35,1,5,6,2,2,1,1,2,6,7,7,6,6,7,7,7,6.625,
3,2,3,3,8,Hard,Favorite,posMomFav,3,20,2,14,7,1,1,3,29,2,4,5,3,2,2,1,2,6,6,7,6,5,6,5,7,6,1
8,10,14,11,15,Hard,Underdog,posMomUnder,5,73,5,71,6,1,3,4,45,2,4,6,3,3,3,3,3,5,5,5,5,5,5,5,5,5,1
13,17,25,18,24,Easy,Favorite,negMomFav,4,0,4,0,5,1,2,3,29,1,2,4,2,4,4,4,4,4,4,4,4,4,4,4,4,4,1
11,8,4,8,11,Easy,Favorite,negMomFav,5,50,5,55,8,1,2,3,36,1,4,5,3,4,4,3,5,4,4,5,3,5,5,4,3,4.125,1
17,26,29,24,27,Easy,Underdog,negMomUnder,5,58,3,46,9,1,3,4,45,1,4,4,2,2,2,2,2,6,6,6,6,6,6,6,6,6,1
4,1,11,5,11,Hard,Favorite,posMomFav,1,4,5,52,6,1,1,3,28,1,2,6,3,5,6,7,6,3,2,1,2,3,6,6,4,3.375,1
4,8,14,9,0,Hard,Underdog,posMomUnder,5,55,6,82,1,2,2,3,41,1,4,5,1,5,5,5,5,3,3,3,3,3,3,2,2,2.75,
3,5,4,4,8,Easy,Underdog,negMomUnder,5,65,5,60,8,1,1,2,36,1,4,5,3,2,6,2,6,6,2,6,2,6,6,6,6,5,1
7,12,14,11,12,Hard,Favorite,posMomFav,5,61,6,71,8,1,2,3,41,1,5,6,2,4,3,2,3,4,5,6,5,6,6,6,6,5.5,1
7,9,6,7,10,Hard,Underdog,posMomUnder,5,50,4,50,8,1,2,3,44,2,4,6,3,2,2,2,2,6,6,6,6,5,7,7,6,6.125,1
9,13,7,10,16,Easy,Favorite,negMomFav,6,86,3,58,8,1,2,3,27,1,5,6,3,2,5,5,5,6,3,3,3,6,6,6,3,4.5,1
25,34,42,34,44,Hard,Favorite,posMomFav,5,5,5,2,5,1,4,4,33,1,5,6,1,3,3,3,3,5,5,5,5,5,5,5,5,5,1
5,12,17,11,15,Hard,Favorite,posMomFav,7,100,7,100,8,1,3,3,22,2,5,6,1,2,2,2,2,6,6,6,6,5,5,5,5,5.5,1
14,12,17,14,20,Easy,Favorite,negMomFav,3,100,3,100,5,1,3,2,37,2,6,7,3,2,2,1,2,6,6,7,6,5,5,7,6,6,1
15,17,16,16,24,Easy,Favorite,negMomFav,5,86,3,82,10,1,2,3,36,2,6,6,2,3,3,3,3,5,5,5,5,5,6,6,6,5.375,1
10,14,16,13,0,Easy,Underdog,negMomUnder,3,29,1,9,4,2,2,2,46,2,2,6,2,4,4,5,4,4,4,3,4,4,5,5,5,4.25,
15,26,34,25,35,Hard,Underdog,posMomUnder,6,56,6,64,7,1,2,2,37,1,4,5,1,2,2,2,2,6,6,6,6,6,6,6,6,6,1
7,10,11,9,15,Easy,Favorite,negMomFav,3,14,1,0,4,1,1,4,26,1,5,6,2,3,3,5,3,5,5,3,5,2,6,6,4,4.5,1
10,17,21,16,19,Easy,Favorite,negMomFav,3,26,2,8,6,1,2,3,36,1,5,5,2,6,3,2,2,2,5,6,6,6,6,6,6,5.375,1
12,12,16,13,20,Hard,Underdog,posMomUnder,4,50,5,57,6,1,2,2,50,1,5,5,1,3,3,3,3,5,5,5,5,5,5,6,5,5.125,1
8,8,15,10,9,Hard,Favorite,posMomFav,4,100,7,100,8,1,1,2,24,2,4,3,2,2,2,1,2,6,6,7,6,6,6,7,6,6.25,2
8,8,10,9,0,Easy,Underdog,negMomUnder,3,59,3,68,3,2,2,3,29,1,4,4,2,2,2,2,2,6,6,6,6,5,6,6,6,5.875,
7,10,14,10,0,Easy,Underdog,negMomUnder,4,50,4,50,4,2,3,2,25,1,2,4,2,4,4,4,4,4,4,4,4,7,7,7,7,5.5,
5,10,7,7,0,Easy,Underdog,negMomUnder,6,66,3,39,4,2,2,2,59,1,5,6,2,2,2,4,2,6,6,4,6,5,5,5,6,5.375,
7,8,10,8,10,Easy,Underdog,negMomUnder,4,91,3,80,9,1,4,3,57,2,6,7,3,3,3,3,5,5,5,5,3,5,5,6,5,4.875,1
14,14,13,14,0,Easy,Favorite,negMomFav,5,75,4,53,3,2,2,3,24,1,2,6,3,5,5,5,3,3,3,3,5,5,4,5,5,4.125,
5,5,5,5,0,Hard,Favorite,posMomFav,4,50,4,51,1,2,2,3,42,1,1,4,3,7,7,7,7,1,1,1,1,1,1,1,1,1,
6,8,8,7,10,Hard,Underdog,posMomUnder,5,43,5,7,5,1,3,2,40,1,6,6,3,3,3,2,2,5,5,6,6,5,6,6,5,5.5,1
11,13,17,14,20,Hard,Favorite,posMomFav,5,57,5,59,5,1,4,3,53,2,6,5,3,2,3,3,3,6,5,5,5,3,5,5,4,4.75,1
12,15,21,16,18,Hard,Underdog,posMomUnder,5,87,7,100,9,1,1,2,37,2,4,5,3,1,1,1,1,7,7,7,7,7,7,7,7,7,1
13,12,24,16,15,Easy,Favorite,negMomFav,3,65,3,66,5,1,3,2,35,2,2,3,2,4,4,4,4,4,4,4,4,4,4,4,5,4.125,2
5,10,9,8,13,Easy,Favorite,negMomFav,5,61,5,63,5,1,2,2,35,1,4,5,2,2,2,3,3,6,6,5,5,5,5,5,5,5.25,1
3,3,5,4,10,Hard,Underdog,posMomUnder,2,22,3,24,7,1,4,3,29,1,6,7,1,3,6,6,7,5,2,2,1,4,6,7,7,4.25,1
4,6,4,5,0,Hard,Underdog,posMomUnder,6,17,2,41,10,2,1,3,30,2,1,6,2,5,5,6,5,3,3,2,3,6,6,6,5,4.25,
0,8,9,6,12,Hard,Favorite,posMomFav,5,17,5,31,5,1,2,3,34,2,5,4,1,6,6,5,4,2,2,3,4,3,4,5,4,3.375,1
6,8,17,10,10,Easy,Favorite,negMomFav,1,33,1,6,3,1,2,3,39,2,4,4,2,1,1,1,1,7,7,7,7,6,7,7,7,6.875,1
13,10,4,9,14,Easy,Underdog,negMomUnder,7,50,6,52,5,1,2,2,37,1,4,3,1,5,3,2,2,3,5,6,6,5,6,6,5,5.25,1
6,5,5,5,6,Easy,Favorite,negMomFav,4,50,5,51,8,1,3,2,53,1,2,6,3,3,3,3,3,5,5,5,5,4,4,4,5,4.625,1
4,7,7,6,2,Hard,Underdog,posMomUnder,4,20,4,23,2,1,2,3,56,2,2,4,2,5,4,4,4,3,4,4,4,4,5,5,5,4.25,2
9,13,21,14,15,Hard,Favorite,posMomFav,6,79,6,75,6,1,2,4,59,2,2,5,3,6,2,3,2,2,6,5,6,2,5,6,5,4.625,1
12,12,12,12,0,Easy,Favorite,negMomFav,4,56,4,50,5,2,4,3,55,1,2,5,2,3,3,3,3,5,5,5,5,4,5,5,4,4.75,
7,10,17,11,18,Easy,Underdog,negMomUnder,2,100,2,70,5,1,2,2,24,2,5,7,2,1,2,2,2,7,6,6,6,6,6,6,6,6.125,1
15,15,0,10,20,Easy,Favorite,negMomFav,6,66,6,76,7,1,2,2,54,2,5,6,3,5,2,2,2,3,6,6,6,5,6,6,6,5.5,1
5,12,19,12,20,Hard,Underdog,posMomUnder,6,72,6,50,8,1,3,3,26,1,5,7,3,3,3,3,3,5,5,5,5,5,6,5,5,5.125,1
7,8,7,7,0,Easy,Underdog,negMomUnder,5,63,4,51,4,2,2,4,53,2,4,5,3,4,4,3,3,4,4,5,5,4,5,5,5,4.625,
11,16,22,16,23,Hard,Favorite,posMomFav,6,71,6,85,10,1,2,2,34,1,2,6,1,2,2,2,2,6,6,6,6,6,6,6,6,6,1
13,11,7,10,0,Easy,Underdog,negMomUnder,5,100,6,100,3,2,1,3,68,2,5,6,1,6,5,5,5,2,3,3,3,5,6,6,6,4.25,
3,6,17,9,17,Hard,Underdog,posMomUnder,7,79,7,91,10,1,2,3,50,1,5,2,1,3,3,2,3,5,5,6,5,5,6,6,6,5.5,1
1,2,1,1,1,Hard,Favorite,posMomFav,5,0,1,0,10,1,1,3,25,1,4,7,3,4,4,4,4,4,4,4,4,4,4,4,4,4,1
6,10,11,9,10,Easy,Favorite,negMomFav,3,23,2,6,5,1,2,2,57,2,4,6,2,4,5,3,4,4,3,5,4,5,4,5,6,4.5,1
10,15,19,15,14,Hard,Underdog,posMomUnder,5,50,6,75,5,1,2,4,67,2,4,2,1,5,5,5,6,3,3,3,2,3,3,3,4,3,2
9,14,21,15,22,Hard,Favorite,posMomFav,5,56,7,95,10,1,2,2,41,1,5,6,1,6,5,5,6,2,3,3,2,2,3,6,2,2.875,1
10,13,16,13,15,Easy,Favorite,negMomFav,2,90,1,79,5,1,1,2,47,1,4,2,2,5,3,3,3,3,5,5,5,4,4,5,5,4.5,1
12,12,17,14,0,Hard,Underdog,posMomUnder,4,0,5,0,1,2,2,3,27,2,2,4,1,5,5,5,5,3,3,3,3,3,4,4,3,3.25,
37,13,41,30,40,Hard,Underdog,posMomUnder,3,77,5,67,7,1,1,3,32,2,5,6,3,3,3,3,3,5,5,5,5,5,5,5,5,5,1
11,13,10,11,0,Easy,Favorite,negMomFav,6,77,5,75,6,2,2,3,60,1,5,6,2,1,1,1,1,7,7,7,7,7,7,7,7,7,
1,2,3,2,3,Easy,Favorite,negMomFav,1,100,4,100,5,1,1,3,50,2,6,2,2,4,3,4,3,4,5,4,5,4,5,5,5,4.625,1
6,10,10,9,0,Easy,Underdog,negMomUnder,5,58,3,41,4,2,1,3,25,1,4,5,3,2,3,4,5,6,5,4,3,4,4,3,5,4.25,
8,13,14,12,14,Hard,Favorite,posMomFav,6,67,5,50,5,1,3,3,36,2,2,7,1,4,4,4,4,4,4,4,4,4,4,4,4,4,1
11,9,13,11,18,Easy,Favorite,negMomFav,2,9,3,23,8,1,2,2,30,1,4,6,3,3,3,3,3,5,5,5,5,5,6,6,5,5.25,1
5,11,6,7,10,Hard,Underdog,posMomUnder,6,67,3,40,5,1,2,3,35,1,5,5,3,3,3,3,2,5,5,5,6,5,6,6,5,5.375,1
3,11,8,7,0,Easy,Favorite,negMomFav,6,62,1,11,9,2,1,2,27,1,4,3,2,5,5,5,6,3,3,3,2,5,5,5,5,3.875,
9,8,21,13,18,Hard,Underdog,posMomUnder,5,86,7,100,10,1,1,2,54,2,5,7,1,3,2,1,1,5,6,7,7,6,7,7,7,6.5,1
10,5,4,6,3,Hard,Underdog,posMomUnder,4,70,5,69,7,1,1,3,27,1,4,5,2,4,2,2,4,4,6,6,4,3,4,4,3,4.25,2
10,14,23,16,26,Hard,Favorite,posMomFav,5,61,6,82,7,1,2,2,50,2,6,6,1,3,3,3,3,5,5,5,5,5,5,5,5,5,1
10,10,16,12,14,Hard,Favorite,posMomFav,4,62,5,71,7,1,4,3,52,2,5,5,3,6,5,6,6,2,3,2,2,3,3,3,3,2.625,1
8,6,11,8,10,Hard,Favorite,posMomFav,3,43,5,56,6,1,2,3,38,2,2,5,3,5,5,5,5,3,3,3,3,3,3,4,4,3.25,1
5,10,12,9,18,Easy,Underdog,negMomUnder,3,22,2,19,4,1,2,3,42,1,4,5,2,2,2,1,2,6,6,7,6,6,6,7,6,6.25,1
9,9,13,10,11,Easy,Underdog,negMomUnder,3,93,3,95,4,1,3,3,46,2,4,4,2,3,3,3,3,5,5,5,5,5,6,6,6,5.375,2
6,5,6,6,4,Easy,Favorite,negMomFav,3,50,4,50,5,1,1,2,24,1,2,2,3,3,3,3,3,5,5,5,5,5,5,5,5,5,2
4,8,10,7,0,Hard,Underdog,posMomUnder,4,0,4,0,4,2,2,2,29,1,1,4,3,4,4,3,4,4,4,5,4,3,5,5,5,4.375,
4,3,6,4,6,Easy,Underdog,negMomUnder,3,38,4,51,6,1,2,2,24,1,4,5,3,6,5,5,5,2,3,3,3,2,5,4,4,3.25,1
14,22,23,20,25,Hard,Favorite,posMomFav,4,50,4,50,5,1,1,4,28,1,4,4,3,3,3,3,3,5,5,5,5,5,5,5,5,5,1
11,9,3,8,0,Easy,Favorite,negMomFav,5,70,5,65,5,2,2,3,45,1,5,5,1,3,2,2,2,5,6,6,6,5,6,6,5,5.625,
8,9,13,10,17,Hard,Underdog,posMomUnder,5,76,5,81,10,1,2,2,23,1,4,6,3,2,1,2,1,6,7,6,7,6,7,7,7,6.625,1
8,14,11,11,16,Easy,Favorite,negMomFav,5,73,3,52,6,1,2,2,25,2,4,6,1,6,5,6,6,2,3,2,2,3,3,3,3,2.625,1
9,9,9,9,9,Easy,Favorite,negMomFav,4,72,4,74,5,1,2,2,40,2,4,2,3,6,5,5,5,2,3,3,3,3,4,4,3,3.125,1
5,3,9,6,9,Easy,Underdog,negMomUnder,1,3,2,9,6,1,1,3,25,1,1,2,2,5,4,2,2,3,4,6,6,3,5,7,5,4.875,1
14,20,23,19,21,Hard,Underdog,posMomUnder,6,79,6,81,8,1,1,2,42,2,5,6,3,5,5,5,5,3,3,3,3,4,4,4,3,3.375,1
12,20,27,20,27,Easy,Underdog,negMomUnder,3,39,2,18,6,1,3,3,38,1,4,6,2,2,2,2,2,6,6,6,6,6,6,7,6,6.125,1
8,4,4,5,0,Hard,Favorite,posMomFav,4,51,4,52,5,2,3,3,22,2,4,1,2,5,3,2,3,3,5,6,5,6,1,5,4,4.375,
15,19,17,17,0,Hard,Underdog,posMomUnder,1,50,3,38,4,2,3,2,21,2,5,3,2,6,4,5,6,2,4,3,2,6,3,4,3,3.375,
9,11,19,13,13,Hard,Underdog,posMomUnder,5,73,7,100,7,1,2,3,33,1,5,3,1,1,1,1,1,7,7,7,7,7,7,7,7,7,2
7,16,22,15,16,Hard,Favorite,posMomFav,5,55,6,64,9,1,2,2,28,2,4,6,1,4,5,4,5,4,3,4,3,4,5,5,5,4.125,1
7,14,9,10,16,Easy,Favorite,negMomFav,5,92,3,61,5,1,2,2,33,2,5,6,2,5,6,4,5,3,2,4,3,4,5,5,4,3.75,1
21,24,31,25,36,Easy,Underdog,negMomUnder,3,73,3,77,8,1,3,3,34,2,5,6,2,2,3,2,3,6,5,6,5,5,6,6,6,5.625,1
6,7,12,8,11,Hard,Favorite,posMomFav,4,81,6,87,7,1,1,3,67,2,5,7,1,2,2,2,2,6,6,6,6,6,6,6,6,6,1
11,15,17,14,18,Hard,Underdog,posMomUnder,5,52,5,54,5,1,2,3,39,2,2,3,1,6,5,5,5,2,3,3,3,4,4,4,4,3.375,1
11,13,10,11,16,Easy,Favorite,negMomFav,5,50,5,50,5,1,3,2,45,2,2,3,3,3,3,3,3,5,5,5,5,5,5,5,5,5,1
1,9,9,6,0,Easy,Favorite,negMomFav,4,57,1,12,4,2,2,3,25,2,2,2,2,2,2,2,2,6,6,6,6,5,7,7,6,6.125,
8,9,14,10,0,Easy,Favorite,negMomFav,4,84,3,86,5,2,2,3,24,1,2,4,2,3,2,2,4,5,6,6,4,5,6,6,5,5.375,
14,16,18,16,20,Hard,Underdog,posMomUnder,4,50,5,58,6,1,2,2,31,2,2,5,3,5,5,5,5,3,3,3,3,3,3,3,3,3,1
6,6,9,7,7,Hard,Underdog,posMomUnder,4,59,6,76,7,1,3,2,18,1,5,5,3,2,3,2,2,6,5,6,6,6,7,7,7,6.25,2
11,11,13,12,15,Easy,Favorite,negMomFav,4,83,5,80,7,1,1,2,62,1,5,6,2,3,3,2,2,5,5,6,6,6,6,6,6,5.75,1
10,19,14,14,20,Hard,Favorite,posMomFav,6,62,4,10,6,1,2,3,32,2,5,6,3,5,5,5,5,3,3,3,3,4,5,4,4,3.625,1
13,15,10,13,19,Easy,Underdog,negMomUnder,5,50,4,10,5,1,2,3,36,1,5,5,3,4,3,3,3,4,5,5,5,5,5,6,5,5,1
8,6,7,7,9,Easy,Underdog,negMomUnder,2,50,5,53,4,1,2,2,50,2,5,5,3,2,2,2,2,6,6,6,6,6,5,6,6,5.875,1
10,10,15,12,10,Easy,Underdog,negMomUnder,3,71,3,29,5,1,2,2,26,1,2,3,2,3,2,3,6,5,6,5,2,6,6,6,6,5.25,2
15,10,14,13,0,Easy,Favorite,negMomFav,3,24,7,81,5,2,3,2,38,1,5,5,2,5,5,5,5,3,3,3,3,5,5,5,5,4,
7,9,8,8,6,Hard,Favorite,posMomFav,6,98,6,82,6,1,2,4,33,2,5,5,1,4,4,4,5,4,4,4,3,4,4,4,5,4,2
9,14,18,14,16,Hard,Underdog,posMomUnder,5,64,5,68,5,1,3,4,55,2,4,5,1,3,3,3,3,5,5,5,5,5,5,5,5,5,1
15,15,11,14,0,Easy,Underdog,negMomUnder,5,57,5,58,5,2,2,2,53,2,5,6,1,3,3,3,5,5,5,5,3,5,7,6,6,5.25,
7,10,18,12,15,Hard,Favorite,posMomFav,5,76,6,86,7,1,2,2,48,2,5,6,1,2,2,2,2,6,6,6,6,5,6,6,5,5.75,1
13,10,20,14,14,Hard,Favorite,posMomFav,3,60,5,74,7,1,2,3,43,2,5,6,3,2,2,2,2,6,6,6,6,7,7,7,7,6.5,1
2,5,8,5,0,Easy,Underdog,negMomUnder,2,24,1,1,5,2,2,2,25,1,2,6,2,5,2,5,2,3,6,3,6,3,6,6,3,4.5,
7,10,8,8,8,Easy,Favorite,negMomFav,4,71,4,57,7,1,2,2,28,1,2,6,2,3,3,3,3,5,5,5,5,5,5,5,5,5,1
7,8,7,7,8,Hard,Underdog,posMomUnder,5,77,3,40,5,1,2,4,55,2,6,6,3,4,3,2,3,4,5,6,5,6,7,7,6,5.75,2
8,15,18,14,0,Hard,Favorite,posMomFav,5,55,6,50,3,2,2,2,23,2,5,6,3,6,6,6,7,2,2,2,1,2,2,2,2,1.875,
6,8,14,9,7,Easy,Favorite,negMomFav,3,51,3,42,9,1,2,2,51,1,4,3,2,3,2,3,3,5,6,5,5,5,5,5,5,5.125,2
17,30,30,26,0,Hard,Underdog,posMomUnder,5,50,5,51,6,2,4,3,58,2,5,4,1,6,5,5,4,2,3,3,4,2,2,3,3,2.75,
